institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/broadcasting-dual-credit,Broadcasting Dual Credit,Dual Credit, College Drive Campus, Semester,"Editing and Media Design I – TQI4T (College Course: TEL105)  Students will be introduced to the basic principles of editing, image manipulation and audio editing Introduction to Field Production – TGD4T (College Course: TEL109) This course is the first step in developing the skills required to work successfully in a field production team. A variety of teaching techniques will be used to ensure students to successfully develop their hands-on skills and learn to operate field production equipment at an introductory level. Students will have a number of opportunities to use production equipment. Length: Afternoons from March to June Note: Students who may need learning opportunities outside of high school and who would benefit from a college or apprenticeship experience to complete their Ontario Secondary School Diploma. Dual credit programs can help students transition from high school to college and apprenticeship programs. They can help students complete their Ontario Secondary School Diploma while customizing their learning with exposure to the college environment. Students have the opportunity to: Dual credit programs can help you transition from high school to college and apprenticeship programs. They can help students complete their Ontario Secondary School Diploma while customizing learning with exposure to the college environment. Students have the opportunity to:",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/building-construction-dual-credit,Building Construction Dual Credit,Dual Credit, Commerce Court Campus, Semester,"Tools and Equipment I – TSK4T (College Course: BTT021) The emphasis will be on the identification, selection, safe and efficient use and maintenance of these tools. Knowing how to choose the proper tool, how to use it safely and skillfully and how to maintain the tool in good working condition is essential to anyone wishing to work in the building trades. Tools and Equipment II – TSR4T (College Course: BTT022) This course builds on Tools and Equipment I. Students’ knowledge and practical skill application will be further extended. Length: Afternoons from February to June Note: Students who may need learning opportunities outside of high school and who would benefit from a college or apprenticeship experience to complete their Ontario Secondary School Diploma. Dual credit programs can help students transition from high school to college and apprenticeship programs. They can help students complete their Ontario Secondary School Diploma while customizing their learning with exposure to the college environment. Students have the opportunity to: Dual credit programs can help you transition from high school to college and apprenticeship programs. They can help students complete their Ontario Secondary School Diploma while customizing learning with exposure to the college environment. Students have the opportunity to:",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/building-construction-technician,Building Construction Technician,Ontario College Diploma, Commerce Court Campus,42 weeks,"Complete a two-year diploma in just 42 weeks! Canadore has one of the largest carpentry labs in Ontario with over 14,000 sq. ft. of training space – large enough to have two full-size houses built within its walls. In this program you will gain the hands-on skills needed to work in the growing building construction industry. You will learn how to operate the tools and equipment of the trade, layout and construct wood frame structures, apply interior and exterior finishes, and much more. Includes a two-week work placement Your Future Career What You Learn OSSD or equivalent, ENG4C or ENG4U  If English is not your first language you must provide proof of English competency. You must have a minimum overall band score of 5.5 on the Academic International English Language Testing System (IELTS), or equivalent accepted English language proficiency test to be admitted to a postsecondary program at the college. Notwithstanding the above, the English proficiency standards required to obtain Study Permits and Temporary Resident Visas from Canadian Embassies vary around the world. The higher English language proficiency standard will apply. The Student Direct Stream (SDS) is an expedited study permit processing program for those who are applying to study in Canada at a post-secondary designated learning institution (DLI). The language requirement is more stringent than listed above, as such an International English Language Testing System (IELTS) score of 6.0 or higher in each language skill: listening, reading, writing and speaking is required. For more information on the Student Direct Stream (SDS) program please see: https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/study-permits/direct-stream.html#toc02     Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.  Online Campus Shop You will also need: Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. View Program Vocational Learning Outcomes  View course outlines",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/business,Business,Ontario College Diploma," Stanford- Mississauga, Stanford- Scarborough, College Drive Campus, Online, Stanford- Brampton",2 years,"Prepare to launch an exciting and rewarding career in the business field. Learn to develop strategic business plans and navigate economic influences affecting the global market through business simulations and working with real clients. Whether you go on to work for yourself or a large corporation, or continue your education, the opportunities are endless. Your Future Career What You Learn OSSD or equivalent, ENG4C or ENG4U, any Gr 11 Math (C) or (U) If English is not your first language you must provide proof of English competency. You must have a minimum overall band score of 5.5 on the Academic International English Language Testing System (IELTS), or equivalent accepted English language proficiency test to be admitted to a postsecondary program at the college. Notwithstanding the above, the English proficiency standards required to obtain Study Permits and Temporary Resident Visas from Canadian Embassies vary around the world. The higher English language proficiency standard will apply. The Student Direct Stream (SDS) is an expedited study permit processing program for those who are applying to study in Canada at a post-secondary designated learning institution (DLI). The language requirement is more stringent than listed above, as such an International English Language Testing System (IELTS) score of 6.0 or higher in each language skill: listening, reading, writing and speaking is required. For more information on the Student Direct Stream (SDS) program please see: https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/study-permits/direct-stream.html#toc02     Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.  Online Campus Shop You will also need: Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. View Program Vocational Learning Outcomes  View course outlines Business Management – 8 months to completeHuman Resources Management – 8 months to complete Project Management – Information Technology – 8 months to completeRecreation and Leisure Services (Fast Track) – 8 months to complete Recreation Therapy (Fast Track) – 8 months to complete Strength and Sport Conditioning (Fast Track) – 8 months to complete McDonald’s Management Development Program Level 2 (MDP) – Business Diploma – Entry to Year 2 (Admission requirements must be met)  Explore Credit Transfer and Pathway Opportunities with Canadore ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/business-accounting,Business - Accounting,Ontario College Diploma," Stanford- Mississauga, College Drive Campus, Stanford- Brampton",2 years,"Whether you want to climb the corporate ladder or start a new career in business, finance, or accounting, Canadore's Accounting program provides you with the skills you need. Become a key asset to any business, anywhere in the world. Your Future Career What You Learn OSSD or equivalent, ENG4C or ENG4U, any Gr 11 Math (C) or (U)  If English is not your first language you must provide proof of English competency. You must have a minimum overall band score of 5.5 on the Academic International English Language Testing System (IELTS), or equivalent accepted English language proficiency test to be admitted to a postsecondary program at the college. Notwithstanding the above, the English proficiency standards required to obtain Study Permits and Temporary Resident Visas from Canadian Embassies vary around the world. The higher English language proficiency standard will apply. The Student Direct Stream (SDS) is an expedited study permit processing program for those who are applying to study in Canada at a post-secondary designated learning institution (DLI). The language requirement is more stringent than listed above, as such an International English Language Testing System (IELTS) score of 6.0 or higher in each language skill: listening, reading, writing and speaking is required. For more information on the Student Direct Stream (SDS) program please see: https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/study-permits/direct-stream.html#toc02     Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.  Online Campus Shop You will also need: Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. View Program Vocational Learning Outcomes View course outlines Business Management – 8 months to completeHuman Resources Management – 8 months to complete Project Management – Information Technology – 8 months to completeRecreation and Leisure Services (Fast Track) – 8 months to complete Recreation Therapy (Fast Track) – 8 months to complete Strength and Sport Conditioning (Fast Track) – 8 months to complete   Explore Credit Transfer and Pathway Opportunities with Canadore ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-case-analysis,Business Case Analysis,Ontario College Graduate Certificate, Online,14 weeks,"This case-based course will require the students to place themselves in the role of the entrepreneur and solve a variety of real business scenarios. In this course, students will choose among various entrepreneurial opportunities, learn how to apply for funding and solve marketing, human resource, operational and financial scenarios. In doing so, students will hone their analytical and creative problem-solving skills to both solve business scenarios and present their rationale and solutions to an audience.  Applicants must be a graduate of a college or university diploma or degree program or possess equivalent work-related experience and training. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Program Vocational Learning Outcomes Supply Chain Management – Logistics - Ontario College Graduate Certificate Human Resources Management - College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-continuity,Business Continuity,Ontario College Graduate Certificate, Online,14 weeks,"This course examines trends in emerging technologies as well as local and global economic, political, and environmental issues that influence management decisions as they pertain to the supply chain. Students will explore mapping the supply chain, assessing and anticipating the internal or external trends that may impact supply chain efficiency or profitability, and using monitoring tools.  2 or 3 year college diploma or equivalent from programs in Business, Civil Engineering, Hospitality, Information Technology, or Transportation, or significant work experience in Supply Chain Management.         Standard Fee - $394.30 Senior Fee - $351.78 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Program Vocational Learning Outcomes Business Management - Ontario College Graduate Certificate Human Resources Management - College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/business-fundamentals,Business Fundamentals,Ontario College Certificate, College Drive Campus,1 year,"Gain the knowledge and skills you need to succeed in the business sector in this one-year certificate program. Careers in business can take you across the globe. Explore which business program or specialty is right for you, with the opportunity to transfer directly into the second year of the Business or Accounting program, or gain the skills and confidence to start your career in this diverse sector. What You Learn OSSD or equivalent, ENG4C or ENG4U, any Gr 11 Math (C) or (U)  If English is not your first language you must provide proof of English competency. You must have a minimum overall band score of 5.5 on the Academic International English Language Testing System (IELTS), or equivalent accepted English language proficiency test to be admitted to a postsecondary program at the college. Notwithstanding the above, the English proficiency standards required to obtain Study Permits and Temporary Resident Visas from Canadian Embassies vary around the world. The higher English language proficiency standard will apply. The Student Direct Stream (SDS) is an expedited study permit processing program for those who are applying to study in Canada at a post-secondary designated learning institution (DLI). The language requirement is more stringent than listed above, as such an International English Language Testing System (IELTS) score of 6.0 or higher in each language skill: listening, reading, writing and speaking is required. For more information on the Student Direct Stream (SDS) program please see: https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/study-permits/direct-stream.html#toc02     Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.  Online Campus Shop You will also need: Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. View Program Vocational Learning Outcomes  View course outlines Business – Entry into Year 2Business – Accounting – Entry into Year 2  Explore Credit Transfer and Pathway Opportunities with Canadore ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-law,Business Law,Certificate, Online,14 weeks,"Students are prepared for a business environment increasingly affected by laws. They learn how laws must be understood and applied by management in the conduct of business. They also learn how to analyze a business situation from a general legal perspective. Emphasis is placed on methods of dispute resolution, contracts, torts, employment law, methods of carrying on business, creditors’ rights, sale of goods and marketing law.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $394.30     Senior Fee - $351.78 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Law Clerk – College Certificate Professional Office Skills – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-management,Business Management,, Online,,"The Business Management program will prepare graduates for an exciting career in the field of business. Business Management students will develop the skills to research, analyze, and manage many aspects of business. Graduates will gain specialized career expertise, technical knowledge and skills, as well as practical experience that will enable them to start or further their specific career in business. Business skills obtained in this program will enhance graduate employability and the individual's long-term opportunities for advancement. Note: Students have up to 7 years to complete all requirements.   Applicants must be a graduate of a college or university diploma or degree program or possess equivalent work-related experience and training. MGT101  Advanced Business Processes MGT102  Finance for Non-Financial Managers  MGT103  Employee Training and Development  MGT104  International Business  MGT105  Financial Analysis  MGT106  Economic Policy  MGT110  Current Issues in Business - Seminar I MGT201  Mathematical Models MGT202  Market Research  MGT203  Entrepreneurship MGT204  Statistical Analysis  MGT206  Marketing for Managers MGT208  Business Case Analysis  Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Supply Chain Management – Logistics – Ontario College Graduate Certificate Human Resources Management – College Certificate      ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/business-management,Business Management,Ontario College Graduate Certificate," Stanford- Mississauga, Stanford- Scarborough, College Drive Campus, Stanford- Brampton",1 year,"Prepare for an exciting career in this diverse field. This post-graduate program will help you develop the skills to research, analyze, and manage many aspects of business. Gain transferable skills that will make you more employable or give you the skills and knowledge to start your own business in your area of expertise.  Your Future Career What You Learn  Applicants must be a graduate (college, university or degree program) or possess equivalent work-related experience and training. If English is not your first language you must provide proof of English competency. You must have a minimum overall band score of 6.0, with no band less than 5.5, on the Academic International English Language Testing System (IELTS), or equivalent accepted English language proficiency test to be admitted to a postsecondary program at the college. Notwithstanding the above, the English proficiency standards required to obtain Study Permits and Temporary Resident Visas from Canadian Embassies vary around the world. The higher English language proficiency standard will apply.   Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.  Online Campus Shop You will also need: Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. View Program Vocational Learning Outcomes View course outlines Students and graduates who are looking to further their education have many options available. Explore the Transfer and Pathway Guide to learn more about these opportunities.  ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-management-skills,Business Management Skills,Certificate, Online,14 weeks,"Focus is placed on the development of modern management; organizational theory; the processes of planning, organizing, directing, and controlling; communications; behavioural strategies and techniques; ethical and social responsibilities in the practice of management; and an overview of human relations.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist  Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Client and Customer Relations – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-of-tomorrow,Business of Tomorrow,Certificate, Online,14 weeks,"There are two great pressures on manufacturing today; both related to change. One is the geo-political, or global economy, the other is the expectations placed on each of us, as individuals, to cope with a very different workforce and a very dynamic workplace. This material covers the information that will help the supervisor deal with these issues and answer the questions that arise daily in the workplace. The course includes implementing change, the impacts from global competitors, understanding the mosaic workforce, committing to continuously learning and helping others to do the same.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $420.25 Senior Fee - $370.86 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Manufacturing Leadership – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-planning-for-tradespersons,Business Planning for Tradespersons,Ontario College Diploma, Online,14 weeks,"An ever-growing demand for skilled trades results in great market opportunities for tradespersons. One of the important skills gaps identified amongst tradespersons is the lack of business acumen and entrepreneurial skills. The online modality of this course allows for greater flexibility, access and engagement for tradespersons from a variety of backgrounds who wish to learn how to start their own business. Business Planning for Tradespersons focuses on the tradesperson as an entrepreneur, guiding students through the steps of researching and developing a business plan at a level that is ready to implement. With the help of case studies, online collaborative tools, and design thinking methodology, students examine the steps and methods for developing a complete business plan, including marketing, operational and financial components. The course also prepares students to evaluate the viability of business ideas.  Apprenticeship Certificate of Qualification (as per Ontario College of Trades). After approval, students begin Semester 3. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.  Program Vocational Learning Outcomes Business Trades Entrepreneurship – College Certificate Business Trades Leadership – College Certificate Business Trades Management – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-trades,Business Trades,, Online,,"This innovative and provincially-collaborative program is a fully online two-year Ontario College Diploma, providing tradespersons who possess their Certificate of Qualification within their trade with the opportunity to develop business related skills necessary to plan and manage a business. Laddering opportunities exist for those possessing College Certificates in Trades Management, Trades Leadership or Trades Entrepreneurship. Note: Students have up to 7 years to complete all requirements. *Semesters 1 and 2 not currently offered. Eligible Apprenticeship Certificate of Qualification holders are able to register for Semester 3. Please contact the Continuing Education department for further details.  Apprenticeship Certificate of Qualification (as per Ontario College of Trades). Semester 3 BTR205  Marketing a Trades Business  BTR210  Finance for the Trades  BTR215  Human Resources Management BTR220  Operating a Trades Business  BTR225  Ethical and Legal Issues in the Trades  GENED  General Education Elective   Semester 4 BTR250  Introduction to Project Management  BTR255  Leadership BTR260  Change Management  BTR265  Business Planning for Tradespersons  BTR270  Emerging Trends and Innovation in the Trades GENED  General Education Elective   *Semesters 1 and 2 not currently offered. Eligible Apprenticeship Certificate of Qualification holders are able to register for Semester 3. Please contact the Continuing Education department for further details. Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Business Trades Entrepreneurship – College Certificate Business Trades Leadership – College Certificate Business Trades Management – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-trades-entrepreneurship,Business Trades Entrepreneurship,, Online,,"This fully online college certificate program, designed specifically for tradespersons, provides individuals the opportunity to develop entrepreneurial competencies and skills. Focus is on key functional areas of business related to entrepreneurship including business planning, operations, innovation, marketing and finance as well as legal and ethical considerations. Through experiential learning, students develop essential practical skills needed to develop new and improve existing small businesses. Note: Students have up to 7 years to complete all requirements.  Apprenticeship Certificate of Qualification (as per Ontario College of Trades).  Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Business Trades Leadership – College Certificate Business Trades Management – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-trades-leadership,Business Trades Leadership,, Online,,"This fully online College Certificate program, designed specifically for tradespersons, provides individuals the opportunity to develop skills and knowledge in the area of business leadership. Students examine functional areas of business related to leadership, change management, innovation, human resources and project management as well as legal and ethical considerations. Through experiential learning, students develop essential practical skills needed to provide leadership within small businesses. Note: Students have up to 7 years to complete all requirements.  Apprenticeship Certificate of Qualification (as per Ontario College of Trades).  Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Business Trades Entrepreneurship – College Certificate Business Trades Management – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//business-trades-management,Business Trades Management,, Online,,"This fully online College Certificate program, designed specifically for tradespersons, provides individuals the opportunity to develop skills and knowledge in the area of business management. Students examine functional areas of business related to marketing, finance, human resources, operations, planning as well as legal and ethical considerations. Through experiential learning, students develop essential practical skills needed to provide management within small businesses. Note: Students have up to 7 years to complete all requirements.  Apprenticeship Certificate of Qualification (as per Ontario College of Trades).         Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Business Trades Entrepreneurship – College Certificate Business Trades Leadership – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//calculus-ii,Calculus II,Certificate, Online,14 weeks,"This advanced course in calculus contains some special methods of integration, Maclaurin, Taylor and Fourier series, various types of first and second order differential equations, an introduction to Laplace transforms, and applications to the electrical/electronics area.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $522.36 Senior Fee - $461.88 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.  
Certified Financial Planner – College Certificate

 Certified Financial Planner – College Certificate  Applied Management – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//canadian-payroll-association-certification,Canadian Payroll Association Certification,," Commerce Court Campus, Online",,"Canadore College is pleased to host the following Payroll Compliance Practitioner (CPA) courses in association with the Canadian Payroll Association. All courses will take place at our Commerce Court Campus. Note: Students have up to 7 years to complete all requirements.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent.     Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist All students registered in a payroll course through a college must also be registered with the Association in order to access to the Learning Management System (Platform) and course materials (textbooks); a fee of $340 per course applies. An additional annual CPA membership fee is also required. Completed registration forms with payment must be submitted to the CPA no later than 10 business days prior to the course start date. The printed course material will be shipped to your preferred mailing address and you will be granted access to the learning platform one business day prior to the course start date. Additional details can be found at Canadian Payroll Association Note:A minimum grade of 65% is required for each course. PCP certification requires four core courses and one year of related work experience.  Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Bookkeeping – College Certificate Business Accounting – Ontario College Diploma",
